является фонетико-семантическим компонентом,фонетик,汉字,部件1,部件2,部件3,部件4,部件5,部件6,部件7,部件8,部件9
Нет,,溢,氵,丷,一,八,皿,,,,
Нет,,溯,氵,屰,月,,,,,,
Нет,,溶,氵,宀,谷,,,,,,
Нет,,滓,氵,宀,辛,,,,,,
Нет,,溺,氵,弓,冫,弓,冫,,,,
Нет,,寞,宀,艹,日,大,,,,,
Да,规,窥,穴,夫,见,,,,,,
Да,屈,窟,穴,尸,出,,,,,,
Нет,,寝,宀,丬,彐,冖,又,,,,
Нет,,褂,衤,土,土,卜,,,,,
Нет,,裸,衤,果,,,,,,,
Нет,,谬,讠,习,习,人,彡,,,,
Нет,,媳,女,自,心,,,,,,
Нет,,嫉,女,疒,矢,,,,,,
Нет,,缚,纟,甫,寸,,,,,,
Нет,,缤,纟,宀,丘,八,,,,,
Нет,,剿,巛,果,刀,,,,,,
Нет,,赘,𫠤,攵,贝,,,,,,
Да,敖,熬,𫠤,攵,火,,,,,,
Да,赤,赫,赤,赤,,,,,,,
Нет,,蔫,艹,正,{⿹⿺㇉一灬},,,,,,
Нет,,摹,艹,日,大,手,,,,,
Нет,,蔓,艹,曰,目,又,,,,,
Да,庶,蔗,艹,广,廿,火,,,,,
Нет,,蔼,艹,讠,日,勹,𠃊,人,,,
Нет,,熙,𦣞,巳,火,,,,,,
Да,尉,蔚,艹,尸,示,寸,,,,,
Нет,,兢,十,口,儿,十,口,儿,,,
Нет,,榛,木,𡗗,禾,,,,,,
Нет,,榕,木,宀,谷,,,,,,
Нет,,酵,酉,耂,子,,,,,,
Нет,,碟,石,世,木,,,,,,
Нет,,碴,石,木,日,一,,,,,
Нет,,碱,石,戊,一,口,,,,,
Нет,,碳,石,山,厂,火,,,,,
Да,袁,辕,车,土,口,𧘇,,,,,
Нет,,辖,车,宀,丰,口,,,,,
Нет,,雌,止,匕,隹,,,,,,
Да,野,墅,里,予,土,,,,,,
Нет,,嘁,口,丿,上,小,戈,,,,
Да,甬,踊,口,卜,人,龴,用,,,,
Нет,,蝉,虫,单,,,,,,,
Нет,,嘀,口,亠,丷,冂,十,口,,,
Нет,,幔,巾,曰,目,又,,,,,
Да,度,镀,钅,广,廿,又,,,,,
Нет,,舔,舌,天,心,,,,,,
Нет,,熏,丿,一,黑,,,,,,
Нет,,箍,竹,扌,匚,巾,,,,,
Нет,,箕,竹,其,,,,,,,
Нет,,箫,竹,肃,,,,,,,
Нет,,舆,臼,车,一,八,,,,,
Нет,,僧,人,丷,口,丨,丷,曰,,,
Да,孚,孵,卵,爪,子,,,,,,
Нет,,瘩,疒,艹,人,一,口,,,,
Нет,,瘟,疒,日,皿,,,,,,
Нет,,彰,立,日,十,彡,,,,,
Нет,,粹,米,亠,人,人,十,,,,
Нет,,漱,氵,束,欠,,,,,,
Нет,,漩,氵,方,丿,一,乛,卜,人,,
Нет,,漾,氵,羊,永,,,,,,
Да,康,慷,忄,广,隶,,,,,,
Да,寡,寡,宀,直,八,刀,,,,,
Нет,,寥,宀,习,习,人,彡,,,,
Нет,,谭,讠,西,日,十,,,,,
Нет,,褐,衤,日,勹,𠃊,人,,,,
Нет,,褪,衤,辶,艮,,,,,,
Да,遂,隧,阝,辶,丷,豕,,,,,
Нет,,嫡,女,亠,丷,冂,十,口,,,
Нет,,缨,纟,贝,贝,女,,,,,
Нет,,撵,扌,夫,夫,车,,,,,
Нет,,撩,扌,大,丷,日,小,,,,
Нет,,撮,扌,曰,耳,又,,,,,
Нет,,撬,扌,毛,毛,毛,,,,,
Да,禽,擒,扌,人,亠,凵,乂,禸,,,
Нет,,墩,土,亠,口,子,攴,,,,
Нет,,撰,扌,己,己,井,八,,,,
Нет,,鞍,革,宀,女,,,,,,
Нет,,蕊,艹,心,心,心,,,,,
Нет,,蕴,艹,纟,日,皿,,,,,
Нет,,樊,木,乂,乂,木,大,,,,
Нет,,樟,木,立,日,十,,,,,
Нет,,橄,木,𠃍,耳,攵,,,,,
Нет,,敷,甫,方,攴,,,,,,
Нет,,豌,豆,宀,夕,卩,,,,,
Нет,,醇,酉,亠,口,子,,,,,
Нет,,磕,石,去,皿,,,,,,
Нет,,磅,石,亠,丷,冖,方,,,,
Нет,,碾,石,尸,龷,𰀠,,,,,
Нет,,憋,㡀,攴,心,,,,,,
Нет,,嘶,口,其,斤,,,,,,
Нет,,嘲,口,十,日,十,月,,,,
Нет,,嘹,口,大,丷,日,小,,,,
Нет,,蝠,虫,一,口,田,,,,,
Нет,,蝎,虫,日,勹,𠃊,人,,,,
Нет,,蝌,虫,禾,斗,,,,,,
Да,皇,蝗,虫,白,王,,,,,,
Нет,,蝙,虫,户,𠕁,,,,,,
Нет,,嘿,口,黑,,,,,,,
Нет,,幢,巾,立,里,,,,,,
Нет,,镊,钅,耳,又,又,,,,,
Нет,,镐,钅,高,,,,,,,
Нет,,稽,禾,尤,匕,日,,,,,
Нет,,篓,竹,米,女,,,,,,
Нет,,膘,月,西,示,,,,,,
Да,里,鲤,鱼,里,,,,,,,
Нет,,鲫,鱼,{⿸𢀳丶},卩,,,,,,
Да,孚,褒,人,口,木,衣,,,,,
Нет,,瘪,疒,自,仑,,,,,,
Нет,,瘤,疒,卯,田,,,,,,
Нет,,瘫,疒,又,隹,,,,,,
Да,禀,凛,冫,亠,囗,口,示,,,,
Нет,,澎,氵,十,豆,彡,,,,,
Нет,,潭,氵,西,日,十,,,,,
Нет,,潦,氵,大,丷,日,小,,,,
Нет,,澳,氵,丶,冂,米,大,,,,
Нет,,潘,氵,釆,田,,,,,,
Нет,,澈,氵,亠,厶,月,攵,,,,
Нет,,澜,氵,门,柬,,,,,,
Нет,,澄,氵,癶,豆,,,,,,
Нет,,憔,忄,隹,火,,,,,,
Нет,,懊,忄,{⿱丿𭁨},大,,,,,,
Нет,,憎,心,丷,田,曰,,,,,
Нет,,翩,户,𠕁,习,习,,,,,
Нет,,褥,衤,辰,寸,,,,,,
Нет,,谴,讠,辶,中,一,尸,乛,一,,
Нет,,鹤,隺,鸟,,,,,,,
Нет,,憨,𠃍,耳,攵,心,,,,,
Нет,,履,尸,彳,丿,一,日,夂,,,
Нет,,嬉,女,士,口,丷,一,口,,,
Да,予,豫,予,象,,,,,,,
Нет,,缭,纟,大,丷,日,小,,,,
Нет,,撼,扌,戊,一,口,心,,,,
Нет,,擂,扌,雨,田,,,,,,
Да,亶,擅,扌,亠,囗,口,日,一,,,
Нет,,蕾,艹,雨,田,,,,,,
Нет,,薛,艹,户,乛,一,辛,,,,
Нет,,薇,艹,彳,山,兀,攴,,,,
Да,敬,擎,艹,勹,口,攴,手,,,,
Нет,,翰,十,日,十,人,习,习,,,
Нет,,噩,王,口,口,口,口,,,,
Нет,,橱,木,厂,豆,寸,,,,,
Нет,,橙,木,癶,豆,,,,,,
Нет,,瓢,西,示,瓜,,,,,,
Нет,,磺,石,黄,,,,,,,
Нет,,霍,雨,隹,,,,,,,
Нет,,霎,雨,立,女,,,,,,
Нет,,辙,车,彳,亠,厶,月,攵,,,
Нет,,冀,{⿰二丨},匕,田,井,八,,,,
Да,度,踱,口,卜,人,广,廿,又,,,
Нет,,蹂,口,卜,人,矛,木,,,,
Нет,,蟆,虫,艹,日,大,,,,,
Нет,,螃,虫,亠,丷,冖,方,,,,
Нет,,螟,虫,冖,日,六,,,,,
Нет,,噪,口,口,口,口,木,,,,
Нет,,鹦,贝,贝,女,鸟,,,,,
Да,今,黔,黑,今,,,,,,,
Нет,,穆,禾,白,小,彡,,,,,
Нет,,篡,竹,目,大,厶,,,,,
Нет,,篷,竹,辶,夂,丰,,,,,
Нет,,篙,竹,高,,,,,,,
Нет,,篱,竹,亠,凵,乂,禸,,,,
Нет,,儒,人,雨,而,,,,,,
Нет,,膳,月,羊,丷,一,口,,,,
Да,京,鲸,鱼,京,,,,,,,
Нет,,瘾,疒,阝,刀,彐,心,,,,
Нет,,瘸,疒,力,口,肉,,,,,
Да,造,糙,米,辶,牛,口,,,,,
Нет,,燎,火,大,丷,日,小,,,,
Нет,,濒,氵,止,小,页,,,,,
Нет,,憾,忄,戊,一,口,心,,,,
Нет,,懈,忄,角,刀,牛,,,,,
Нет,,窿,穴,阝,夂,一,生,,,,
Да,畺,缰,纟,三,田,田,,,,,
Нет,,壕,土,亠,口,冖,豕,,,,
Нет,,藐,艹,豸,白,儿,,,,,
Нет,,檬,木,艹,冖,一,豕,,,,
Нет,,檐,木,刀,厂,儿,言,,,,
Нет,,檩,木,亠,囗,口,示,,,,
Да,亶,檀,木,亠,囗,口,日,一,,,
Нет,,礁,石,隹,火,,,,,,
Нет,,磷,石,米,夕,㐄,,,,,
Нет,,瞭,目,大,丷,日,小,,,,
Да,舜,瞬,目,爫,冖,夕,㐄,,,,
Нет,,瞳,目,立,里,,,,,,
Нет,,瞪,目,癶,豆,,,,,,
Да,署,曙,日,罒,耂,日,,,,,
Нет,,蹋,口,卜,人,日,习,习,,,
Нет,,蟋,虫,釆,心,,,,,,
Нет,,蟀,虫,亠,幺,冫,丶,丶,十,,
Нет,,嚎,口,亠,口,冖,豕,,,,
Нет,,赡,贝,刀,厂,儿,言,,,,
Нет,,镣,钅,大,丷,日,小,,,,
Нет,,魏,禾,女,鬼,,,,,,
Нет,,簇,竹,方,丿,一,矢,,,,
Нет,,儡,人,田,田,田,,,,,
Нет,,徽,彳,山,一,糸,攵,,,,
Нет,,爵,爫,罒,{⿸𢀳丶},寸,,,,,
Нет,,朦,月,艹,冖,一,豕,,,,
Нет,,臊,月,口,口,口,木,,,,
Нет,,鳄,鱼,口,口,一,丂,,,,
Нет,,糜,广,木,木,米,,,,,
Да,嵒,癌,疒,口,口,口,山,,,,
Нет,,懦,忄,雨,而,,,,,,
Нет,,豁,宀,丰,口,谷,,,,,
Нет,,臀,月,尸,井,八,殳,,,,
Нет,,藕,艹,耒,禺,,,,,,
Да,朕,藤,艹,月,龹,氺,,,,,
Нет,,瞻,目,刀,厂,儿,言,,,,
Да,奡,嚣,口,口,页,口,口,,,,
Нет,,鳍,鱼,老,日,,,,,,
Да,剌,癞,疒,束,刀,贝,,,,,
Нет,,瀑,氵,日,龷,八,氺,,,,
Да,禁,襟,衤,木,木,示,,,,,
Нет,,璧,尸,口,辛,玉,,,,,
Нет,,戳,习,习,隹,戈,,,,,
Нет,,攒,扌,丿,土,儿,丿,土,儿,贝,
Нет,,孽,艹,户,乛,一,辛,子,,,
Нет,,蘑,艹,广,木,木,石,,,,
Нет,,藻,艹,氵,口,口,口,木,,,
Нет,,鳖,鱼,㡀,攴,,,,,,
Нет,,蹭,口,卜,人,丷,口,丨,丷,曰,
Нет,,蹬,口,卜,人,癶,豆,,,,
Нет,,簸,竹,其,皮,,,,,,
Нет,,簿,竹,氵,甫,寸,,,,,
Нет,,蟹,角,刀,牛,虫,,,,,
Нет,,靡,广,木,木,非,,,,,
Нет,,癣,疒,鱼,羊,,,,,,
Нет,,羹,羊,火,羊,大,,,,,
Нет,,鬓,镸,彡,宀,丘,八,,,,
Нет,,攘,扌,口,口,井,一,衣,,,
Нет,,蠕,虫,雨,而,,,,,,
Нет,,巍,山,禾,女,鬼,,,,,
Нет,,鳞,鱼,米,夕,㐄,,,,,
Нет,,糯,米,雨,而,,,,,,
Нет,,譬,尸,口,辛,言,,,,,
Нет,,霹,雨,尸,口,辛,,,,,
Да,门,躏,口,卜,人,艹,门,隹,,,
Нет,,髓,冎,月,辶,一,丿,工,月,,
Нет,,蘸,艹,酉,隹,火,,,,,
Нет,,镶,钅,口,口,井,一,衣,,,
Нет,,瓤,口,口,井,一,衣,瓜,,,
Нет,,矗,直,直,直,,,,,,
